Year,City,Sport,Discipline,Country,Gender,Event,Medal,Athlete
1952,Oslo,Ice Hockey,Ice Hockey,SWE,Men,Ice Hockey,Bronze,SWE
1952,Oslo,Ice Hockey,Ice Hockey,USA,Men,Ice Hockey,Silver,USA
1952,Oslo,Skating,Figure skating,AUT,Men,Individual,Silver,"SEIBT, Hellmut"
1952,Oslo,Skating,Figure skating,FRA,Women,Individual,Bronze,"DU BIEF, Jacqueline"
1952,Oslo,Skating,Figure skating,FRG,Men,Pairs,Gold,"FALK, Paul"
1952,Oslo,Skating,Figure skating,FRG,Women,Pairs,Gold,"FALK, Ria"
1952,Oslo,Skating,Figure skating,GBR,Women,Individual,Gold,"ALTWEGG, Jeannette"
1952,Oslo,Skating,Figure skating,HUN,Men,Pairs,Bronze,"NAGY, Laszlo"
1952,Oslo,Skating,Figure skating,HUN,Women,Pairs,Bronze,"NAGY, Marianna"
1952,Oslo,Skating,Figure skating,USA,Men,Individual,Bronze,"GROGAN, James"
1952,Oslo,Skating,Figure skating,USA,Men,Individual,Gold,"BUTTON, Richard"
1952,Oslo,Skating,Figure skating,USA,Men,Pairs,Silver,"KENNEDY, Michael"
1952,Oslo,Skating,Figure skating,USA,Women,Individual,Silver,"ALBRIGHT, Tenley"
1952,Oslo,Skating,Figure skating,USA,Women,Pairs,Silver,"KENNEDY, Karol"
1952,Oslo,Skating,Speed skating,CAN,Men,500M,Bronze,"AUDLEY, Gordon"
1952,Oslo,Skating,Speed skating,NED,Men,10000M,Silver,"BROEKMAN, Cornelis"
1952,Oslo,Skating,Speed skating,NED,Men,1500M,Silver,"VAN DER VOORT, Willem"
1952,Oslo,Skating,Speed skating,NED,Men,5000M,Silver,"BROEKMAN, Cornelis"
1952,Oslo,Skating,Speed skating,NOR,Men,10000M,Gold,"ANDERSEN, Hjalmar"
1952,Oslo,Skating,Speed skating,NOR,Men,1500M,Bronze,"AAS, Roald"
1952,Oslo,Skating,Speed skating,NOR,Men,1500M,Gold,"ANDERSEN, Hjalmar"
1952,Oslo,Skating,Speed skating,NOR,Men,5000M,Bronze,"HAUGLI, Sverre"
1952,Oslo,Skating,Speed skating,NOR,Men,5000M,Gold,"ANDERSEN, Hjalmar"
1952,Oslo,Skating,Speed skating,NOR,Men,500M,Bronze,"JOHANSEN, Arne"
1952,Oslo,Skating,Speed skating,SWE,Men,10000M,Bronze,"ASPLUND, Carl-Erik"
1952,Oslo,Skating,Speed skating,USA,Men,500M,Gold,"HENRY, Kenneth"
1952,Oslo,Skating,Speed skating,USA,Men,500M,Silver,"MCDERMOTT, Donald"
1952,Oslo,Skiing,Alpine Skiing,AUT,Men,Downhill,Bronze,"PRAVDA, Christian"
1952,Oslo,Skiing,Alpine Skiing,AUT,Men,Downhill,Silver,"SCHNEIDER, Othmar"
1952,Oslo,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Bronze,"SPIESS, Toni"
1952,Oslo,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Silver,"PRAVDA, Christian"
1952,Oslo,Skiing,Alpine Skiing,AUT,Men,Slalom,Gold,"SCHNEIDER, Othmar"
1952,Oslo,Skiing,Alpine Skiing,AUT,Women,Downhill,Gold,"BEISER-JOCHUM, Trude"
1952,Oslo,Skiing,Alpine Skiing,AUT,Women,Giant Slalom,Silver,"ROM, Dagmar"
1952,Oslo,Skiing,Alpine Skiing,FRG,Women,Downhill,Silver,"BUCHNER, Mirl"
1952,Oslo,Skiing,Alpine Skiing,FRG,Women,Giant Slalom,Bronze,"BUCHNER, Mirl"
1952,Oslo,Skiing,Alpine Skiing,FRG,Women,Slalom,Bronze,"BUCHNER, Mirl"
1952,Oslo,Skiing,Alpine Skiing,FRG,Women,Slalom,Silver,"REICHERT, Ossi"
1952,Oslo,Skiing,Alpine Skiing,ITA,Men,Downhill,Gold,"COLO, Zeno"
1952,Oslo,Skiing,Alpine Skiing,ITA,Women,Downhill,Bronze,"MINUZZO CHENAL, Giuliana"
1952,Oslo,Skiing,Alpine Skiing,NOR,Men,Giant Slalom,Gold,"ERIKSEN, Stein"
1952,Oslo,Skiing,Alpine Skiing,NOR,Men,Slalom,Bronze,"BERGE, Guttorm"
1952,Oslo,Skiing,Alpine Skiing,NOR,Men,Slalom,Silver,"ERIKSEN, Stein"
1952,Oslo,Skiing,Alpine Skiing,USA,Women,Giant Slalom,Gold,"MEAD LAWRENCE, Andrea"
1952,Oslo,Skiing,Alpine Skiing,USA,Women,Slalom,Gold,"MEAD LAWRENCE, Andrea"
1952,Oslo,Skiing,Cross Country Skiing,FIN,Men,18KM,Bronze,"LONKILA, Paavo"
1952,Oslo,Skiing,Cross Country Skiing,FIN,Men,18KM,Silver,"MÄKELÄ, Tapio"
1952,Oslo,Skiing,Cross Country Skiing,FIN,Men,50KM,Gold,"HAKULINEN, Veikko"
1952,Oslo,Skiing,Cross Country Skiing,FIN,Men,50KM,Silver,"KOLEHMAINEN, Eero"
1952,Oslo,Skiing,Cross Country Skiing,FIN,Women,10KM,Bronze,"RANTANEN, Siiri"
1952,Oslo,Skiing,Cross Country Skiing,FIN,Women,10KM,Gold,"WIDEMAN, Lydia"
1952,Oslo,Skiing,Cross Country Skiing,FIN,Women,10KM,Silver,"HIETAMIES, Mirja"
1952,Oslo,Skiing,Cross Country Skiing,NOR,Men,18KM,Gold,"BRENDEN, Hallgeir"
1952,Oslo,Skiing,Cross Country Skiing,NOR,Men,50KM,Bronze,"ESTENSTAD, Magnar"
1952,Oslo,Skiing,Cross Country Skiing,FIN,Men,4X10KM Relay,Gold,FIN
1952,Oslo,Skiing,Cross Country Skiing,NOR,Men,4X10KM Relay,Silver,NOR
1952,Oslo,Skiing,Cross Country Skiing,SWE,Men,4X10KM Relay,Bronze,SWE
1952,Oslo,Skiing,Nordic Combined,FIN,Men,Individual,Silver,"HASU, Heikki"
1952,Oslo,Skiing,Nordic Combined,NOR,Men,Individual,Bronze,"STENERSEN, Sverre"
1952,Oslo,Skiing,Nordic Combined,NOR,Men,Individual,Gold,"SLATTVIK, Simon"
1952,Oslo,Skiing,Ski Jumping,NOR,Men,K90 Individual (70M),Gold,"BERGMANN, Arnfinn"
1952,Oslo,Skiing,Ski Jumping,NOR,Men,K90 Individual (70M),Silver,"FALKANGER, Torbjorn"
1952,Oslo,Skiing,Ski Jumping,SWE,Men,K90 Individual (70M),Bronze,"HOLMSTRÖM, Karl"
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,ITA,Men,Four-Man,Silver,ITA
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,ITA,Men,Two-Man,Gold,ITA
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,ITA,Men,Two-Man,Silver,ITA
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,SUI,Men,Four-Man,Gold,SUI
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,SUI,Men,Two-Man,Bronze,SUI
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,USA,Men,Four-Man,Bronze,USA
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,CAN,Men,Ice Hockey,Bronze,CAN
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,URS,Men,Ice Hockey,Gold,URS
1956,Cortina d'Ampezzo,Ice Hockey,Ice Hockey,USA,Men,Ice Hockey,Silver,USA
1956,Cortina d'Ampezzo,Skating,Figure skating,AUT,Men,Pairs,Gold,"OPPELT, Kurt"
1956,Cortina d'Ampezzo,Skating,Figure skating,AUT,Women,Individual,Bronze,"WENDL, Ingrid"
1956,Cortina d'Ampezzo,Skating,Figure skating,AUT,Women,Pairs,Gold,"SCHWARZ, Elisabeth"
1956,Cortina d'Ampezzo,Skating,Figure skating,CAN,Men,Pairs,Silver,"BOWDEN, Norris"
1956,Cortina d'Ampezzo,Skating,Figure skating,CAN,Women,Pairs,Silver,"DAFOE, Frances"
1956,Cortina d'Ampezzo,Skating,Figure skating,HUN,Men,Pairs,Bronze,"NAGY, Laszlo"
1956,Cortina d'Ampezzo,Skating,Figure skating,HUN,Women,Pairs,Bronze,"NAGY, Marianna"
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,Men,Individual,Bronze,"JENKINS, David"
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,Men,Individual,Gold,"JENKINS, Hayes"
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,Men,Individual,Silver,"ROBERTSON, Ronald"
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,Women,Individual,Gold,"ALBRIGHT, Tenley"
1956,Cortina d'Ampezzo,Skating,Figure skating,USA,Women,Individual,Silver,"HEISS, Carol"
1956,Cortina d'Ampezzo,Skating,Speed skating,FIN,Men,1500M,Bronze,"SALONEN, Toivo"
1956,Cortina d'Ampezzo,Skating,Speed skating,NOR,Men,10000M,Silver,"JOHANNESEN, Knut"
1956,Cortina d'Ampezzo,Skating,Speed skating,NOR,Men,500M,Bronze,"GJESTVANG, Alv"
1956,Cortina d'Ampezzo,Skating,Speed skating,SWE,Men,10000M,Gold,"ERICSSON, Sigvard"
1956,Cortina d'Ampezzo,Skating,Speed skating,SWE,Men,5000M,Silver,"ERICSSON, Sigvard"
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,Men,10000M,Bronze,"GONCHARENKO, Oleg"
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,Men,5000M,Bronze,"GONCHARENKO, Oleg"
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,Men,5000M,Gold,"SHILKOV, Boris"
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,Men,500M,Gold,"GRISHIN, Yevgeny"
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,Men,500M,Silver,"GRACH, Rafael"
1956,Cortina d'Ampezzo,Skating,Speed skating,URS,Men,1500M,Gold,URS
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Men,Downhill,Bronze,"MOLTERER, Andreas"
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Men,Downhill,Gold,"SAILER, Anton"
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Bronze,"SCHUSTER, Walter"
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Gold,"SAILER, Anton"
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Silver,"MOLTERER, Andreas"
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Men,Slalom,Gold,"SAILER, Anton"
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Women,Giant Slalom,Bronze,"HOCHLEITNER, Dorothea"
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Women,Giant Slalom,Silver,"FRANDL, Josefine"
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,Women,Slalom,Silver,"SCHÖPF, Regina"
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,CAN,Women,Downhill,Bronze,"WHEELER, Lucile"
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,EUA,Women,Giant Slalom,Gold,"REICHERT, Ossi"
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,JPN,Men,Slalom,Silver,"IGAYA, Chiharu"
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,Men,Downhill,Silver,"FELLAY, Raymond"
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,Women,Downhill,Gold,"BERTHOD, Madeleine"
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,Women,Downhill,Silver,"DÄNZER, Frieda"
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SUI,Women,Slalom,Gold,"COLLIARD, Renée"
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,SWE,Men,Slalom,Bronze,"SOLLANDER, Stig"
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,URS,Women,Slalom,Bronze,"SIDOROVA, Yevgeniya"
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,FIN,Men,30KM Mass Start,Gold,"HAKULINEN, Veikko"
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,FIN,Men,50KM,Silver,"HAKULINEN, Veikko"
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,NOR,Men,15KM,Gold,"BRENDEN, Hallgeir"
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,SWE,Men,15KM,Silver,"JERNBERG, Sixten"
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,SWE,Men,30KM Mass Start,Silver,"JERNBERG, Sixten"
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,SWE,Men,50KM,Gold,"JERNBERG, Sixten"
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,SWE,Women,10KM,Bronze,"EDSTRÖM, Sonja"
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,URS,Men,15KM,Bronze,"KOLCHIN, Pavel"
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,URS,Men,30KM Mass Start,Bronze,"KOLCHIN, Pavel"
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,URS,Men,50KM,Bronze,"TERENTYEV, Fyodor"
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,URS,Women,10KM,Gold,"BARANOVA, Lyubov"
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,URS,Women,10KM,Silver,"YEROSHINA, Radya"
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,FIN,Men,4X10KM Relay,Silver,FIN
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,FIN,Women,3X5KM Relay,Gold,FIN
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,SWE,Men,4X10KM Relay,Bronze,SWE
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,SWE,Women,3X5KM Relay,Bronze,SWE
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,URS,Men,4X10KM Relay,Gold,URS
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,URS,Women,3X5KM Relay,Silver,URS
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,NOR,Men,Individual,Gold,"STENERSEN, Sverre"
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,POL,Men,Individual,Bronze,"GASIENICA-GRON, Franciszek"
1956,Cortina d'Ampezzo,Skiing,Nordic Combined,SWE,Men,Individual,Silver,"ERIKSSON, Bengt"
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,EUA,Men,K90 Individual (70M),Bronze,"GLASS, Harry"
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,FIN,Men,K90 Individual (70M),Gold,"HYVÄRINEN, Antti"
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,FIN,Men,K90 Individual (70M),Silver,"KALLAKORPI, Aulis"
1960,Squaw Valley,Biathlon,Biathlon,FIN,Men,20KM,Silver,"TYRVÄINEN, Antti"
1960,Squaw Valley,Biathlon,Biathlon,SWE,Men,20KM,Gold,"LESTANDER, Klas"
1960,Squaw Valley,Biathlon,Biathlon,URS,Men,20KM,Bronze,"PRIVALOV, Aleksandr"
1960,Squaw Valley,Ice Hockey,Ice Hockey,CAN,Men,Ice Hockey,Silver,CAN
1960,Squaw Valley,Ice Hockey,Ice Hockey,URS,Men,Ice Hockey,Bronze,URS
1960,Squaw Valley,Ice Hockey,Ice Hockey,USA,Men,Ice Hockey,Gold,USA
1960,Squaw Valley,Skating,Figure skating,CAN,Men,Individual,Bronze,"JACKSON, Donald"
1960,Squaw Valley,Skating,Figure skating,CAN,Men,Pairs,Gold,"PAUL, Robert"
1960,Squaw Valley,Skating,Figure skating,CAN,Women,Pairs,Gold,"WAGNER, Barbara"
1960,Squaw Valley,Skating,Figure skating,EUA,Men,Pairs,Silver,"BÄUMLER, Hans Jürgen"
1960,Squaw Valley,Skating,Figure skating,EUA,Women,Pairs,Silver,"KILIUS, Marika"
1960,Squaw Valley,Skating,Figure skating,NED,Women,Individual,Silver,"DIJKSTRA, Sjoukje"
1960,Squaw Valley,Skating,Figure skating,TCH,Men,Individual,Silver,"DIVIN, Karol"
1960,Squaw Valley,Skating,Figure skating,USA,Men,Individual,Gold,"JENKINS, David"
1960,Squaw Valley,Skating,Figure skating,USA,Men,Pairs,Bronze,"LUDINGTON, Ronald"
1960,Squaw Valley,Skating,Figure skating,USA,Women,Individual,Bronze,"ROLES, Barbara"
1960,Squaw Valley,Skating,Figure skating,USA,Women,Individual,Gold,"HEISS, Carol"
1960,Squaw Valley,Skating,Figure skating,USA,Women,Pairs,Bronze,"LUDINGTON, Nancy"
1960,Squaw Valley,Skating,Speed skating,EUA,Women,1000M,Silver,"HAASE, Helga"
1960,Squaw Valley,Skating,Speed skating,EUA,Women,500M,Gold,"HAASE, Helga"
1960,Squaw Valley,Skating,Speed skating,FIN,Women,3000M,Bronze,"HUTTUNEN, Eevi"
1960,Squaw Valley,Skating,Speed skating,NED,Men,5000M,Bronze,"PESMAN, Janis"
1960,Squaw Valley,Skating,Speed skating,NOR,Men,10000M,Gold,"JOHANNESEN, Knut"
1960,Squaw Valley,Skating,Speed skating,NOR,Men,1500M,Gold,"AAS, Roald"
1960,Squaw Valley,Skating,Speed skating,NOR,Men,5000M,Silver,"JOHANNESEN, Knut"
1960,Squaw Valley,Skating,Speed skating,POL,Women,1500M,Bronze,"PILEJCZYK, Helena"
1960,Squaw Valley,Skating,Speed skating,POL,Women,1500M,Silver,"SEROCZYNSKA, Elwira"
1960,Squaw Valley,Skating,Speed skating,SWE,Men,10000M,Bronze,"BÄCKMAN, Kjell"
1960,Squaw Valley,Skating,Speed skating,URS,Men,10000M,Silver,"KOSICHKIN, Viktor"
1960,Squaw Valley,Skating,Speed skating,URS,Men,1500M,Bronze,"STENIN, Boris"
1960,Squaw Valley,Skating,Speed skating,URS,Men,1500M,Gold,"GRISHIN, Yevgeny"
1960,Squaw Valley,Skating,Speed skating,URS,Men,5000M,Gold,"KOSICHKIN, Viktor"
1960,Squaw Valley,Skating,Speed skating,URS,Men,500M,Bronze,"GRACH, Rafael"
1960,Squaw Valley,Skating,Speed skating,URS,Men,500M,Gold,"GRISHIN, Yevgeny"
1960,Squaw Valley,Skating,Speed skating,URS,Women,1000M,Bronze,"RYLOVA, Tamara"
1960,Squaw Valley,Skating,Speed skating,URS,Women,1000M,Gold,"GUSEVA, Klara"
1960,Squaw Valley,Skating,Speed skating,URS,Women,1500M,Gold,"SKOBLIKOVA, Lidiya"
1960,Squaw Valley,Skating,Speed skating,URS,Women,3000M,Gold,"SKOBLIKOVA, Lidiya"
1960,Squaw Valley,Skating,Speed skating,URS,Women,3000M,Silver,"STENINA, Valentina"
1960,Squaw Valley,Skating,Speed skating,URS,Women,500M,Silver,"DONCHENKO, Natalya"
1960,Squaw Valley,Skating,Speed skating,USA,Men,500M,Silver,"DISNEY, William"
1960,Squaw Valley,Skating,Speed skating,USA,Women,500M,Bronze,"ASHWORTH, Jeanne"
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Bronze,"HINTERSEER, Ernst"
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Silver,"STIEGLER, Josef"
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,Men,Slalom,Gold,"HINTERSEER, Ernst"
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,Men,Slalom,Silver,"LEITNER, Matthias"
1960,Squaw Valley,Skiing,Alpine Skiing,AUT,Women,Downhill,Bronze,"HECHER, Traudl"
1960,Squaw Valley,Skiing,Alpine Skiing,CAN,Women,Slalom,Gold,"HEGGTVEIT, Anne"
1960,Squaw Valley,Skiing,Alpine Skiing,EUA,Men,Downhill,Silver,"LANIG, Hanspeter"
1960,Squaw Valley,Skiing,Alpine Skiing,EUA,Women,Downhill,Gold,"BIEBL, Heidi"
1960,Squaw Valley,Skiing,Alpine Skiing,EUA,Women,Slalom,Bronze,"HENNEBERGER, Barbi"
1960,Squaw Valley,Skiing,Alpine Skiing,FRA,Men,Downhill,Bronze,"PÉRILLAT, Guy"
1960,Squaw Valley,Skiing,Alpine Skiing,FRA,Men,Downhill,Gold,"VUARNET, Jean"
1960,Squaw Valley,Skiing,Alpine Skiing,FRA,Men,Slalom,Bronze,"BOZON, Charles"
1960,Squaw Valley,Skiing,Alpine Skiing,ITA,Women,Giant Slalom,Bronze,"MINUZZO CHENAL, Giuliana"
1960,Squaw Valley,Skiing,Alpine Skiing,SUI,Men,Giant Slalom,Gold,"STAUB, Roger"
1960,Squaw Valley,Skiing,Alpine Skiing,SUI,Women,Giant Slalom,Gold,"RUEGG, Yvonne"
1960,Squaw Valley,Skiing,Alpine Skiing,USA,Women,Downhill,Silver,"PITOU, Penelope"
1960,Squaw Valley,Skiing,Alpine Skiing,USA,Women,Giant Slalom,Silver,"PITOU, Penelope"
1960,Squaw Valley,Skiing,Alpine Skiing,USA,Women,Slalom,Silver,"SNITE, Betsy"
1960,Squaw Valley,Skiing,Cross Country Skiing,FIN,Men,15KM,Bronze,"HAKULINEN, Veikko"
1960,Squaw Valley,Skiing,Cross Country Skiing,FIN,Men,50KM,Gold,"HÄMÄLÄINEN, Kalevi"
1960,Squaw Valley,Skiing,Cross Country Skiing,FIN,Men,50KM,Silver,"HAKULINEN, Veikko"
1960,Squaw Valley,Skiing,Cross Country Skiing,NOR,Men,15KM,Gold,"BRUSVEEN, Haakon"
1960,Squaw Valley,Skiing,Cross Country Skiing,SWE,Men,15KM,Silver,"JERNBERG, Sixten"
1960,Squaw Valley,Skiing,Cross Country Skiing,SWE,Men,30KM Mass Start,Gold,"JERNBERG, Sixten"
1960,Squaw Valley,Skiing,Cross Country Skiing,SWE,Men,30KM Mass Start,Silver,"RÄMGARD, Rolf"
1960,Squaw Valley,Skiing,Cross Country Skiing,SWE,Men,50KM,Bronze,"RÄMGARD, Rolf"
1960,Squaw Valley,Skiing,Cross Country Skiing,URS,Men,30KM Mass Start,Bronze,"ANIKIN, Nikolay"
1960,Squaw Valley,Skiing,Cross Country Skiing,URS,Women,10KM,Bronze,"YEROSHINA, Radya"
1960,Squaw Valley,Skiing,Cross Country Skiing,URS,Women,10KM,Gold,"GUSAKOVA, Mariya"
1960,Squaw Valley,Skiing,Cross Country Skiing,URS,Women,10KM,Silver,"BARANOVA, Lyubov"
1960,Squaw Valley,Skiing,Cross Country Skiing,FIN,Men,4X10KM Relay,Gold,FIN
1960,Squaw Valley,Skiing,Cross Country Skiing,FIN,Women,3X5KM Relay,Bronze,FIN
1960,Squaw Valley,Skiing,Cross Country Skiing,NOR,Men,4X10KM Relay,Silver,NOR
1960,Squaw Valley,Skiing,Cross Country Skiing,SWE,Women,3X5KM Relay,Gold,SWE
1960,Squaw Valley,Skiing,Cross Country Skiing,URS,Men,4X10KM Relay,Bronze,URS
1960,Squaw Valley,Skiing,Cross Country Skiing,URS,Women,3X5KM Relay,Silver,URS
1960,Squaw Valley,Skiing,Nordic Combined,EUA,Men,Individual,Gold,"THOMA, Georg"
1960,Squaw Valley,Skiing,Nordic Combined,NOR,Men,Individual,Silver,"KNUTSEN, Tormod"
1960,Squaw Valley,Skiing,Nordic Combined,URS,Men,Individual,Bronze,"GUSAKOV, Nikolay"
1960,Squaw Valley,Skiing,Ski Jumping,AUT,Men,K90 Individual (70M),Bronze,"LEODOLTER, Otto"
1960,Squaw Valley,Skiing,Ski Jumping,EUA,Men,K90 Individual (70M),Gold,"RECKNAGEL, Helmut"
1960,Squaw Valley,Skiing,Ski Jumping,FIN,Men,K90 Individual (70M),Silver,"HALONEN, Niilo"
1964,Innsbruck,Biathlon,Biathlon,NOR,Men,20KM,Bronze,"JORDET, Olav"
1964,Innsbruck,Biathlon,Biathlon,URS,Men,20KM,Gold,"MELANIN, Vladimir"
1964,Innsbruck,Biathlon,Biathlon,URS,Men,20KM,Silver,"PRIVALOV, Aleksandr"
1964,Innsbruck,Bobsleigh,Bobsleigh,AUT,Men,Four-Man,Silver,AUT
1964,Innsbruck,Bobsleigh,Bobsleigh,CAN,Men,Four-Man,Gold,CAN
1964,Innsbruck,Bobsleigh,Bobsleigh,GBR,Men,Two-Man,Gold,GBR
1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,Men,Four-Man,Bronze,ITA
1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,Men,Two-Man,Bronze,ITA
1964,Innsbruck,Bobsleigh,Bobsleigh,ITA,Men,Two-Man,Silver,ITA
1964,Innsbruck,Ice Hockey,Ice Hockey,SWE,Men,Ice Hockey,Silver,SWE
1964,Innsbruck,Ice Hockey,Ice Hockey,TCH,Men,Ice Hockey,Bronze,TCH
1964,Innsbruck,Ice Hockey,Ice Hockey,URS,Men,Ice Hockey,Gold,URS
1964,Innsbruck,Luge,Luge,AUT,Women,Singles,Bronze,"THURNER, Helene"
1964,Innsbruck,Luge,Luge,EUA,Men,Singles,Bronze,"PLENK, Hans"
1964,Innsbruck,Luge,Luge,EUA,Men,Singles,Gold,"KÖHLER, Thomas"
1964,Innsbruck,Luge,Luge,EUA,Men,Singles,Silver,"BONSACK, Klaus"
1964,Innsbruck,Luge,Luge,EUA,Women,Singles,Gold,"ENDERLEIN, Ortrun"
1964,Innsbruck,Luge,Luge,EUA,Women,Singles,Silver,"GEISLER, Ilse"
1964,Innsbruck,Luge,Luge,AUT,Men,Doubles,Gold,AUT
1964,Innsbruck,Luge,Luge,AUT,Men,Doubles,Silver,AUT
1964,Innsbruck,Luge,Luge,ITA,Men,Doubles,Bronze,ITA
1964,Innsbruck,Skating,Figure skating,AUT,Women,Individual,Silver,"HEITZER, Regine"
1964,Innsbruck,Skating,Figure skating,CAN,Men,Pairs,Silver,"REVELL, Guy"
1964,Innsbruck,Skating,Figure skating,CAN,Women,Individual,Bronze,"BURKA, Petra"
1964,Innsbruck,Skating,Figure skating,CAN,Women,Pairs,Silver,"WILKES, Debbi"
1964,Innsbruck,Skating,Figure skating,EUA,Men,Individual,Gold,"SCHNELLDORFER, Manfred"
1964,Innsbruck,Skating,Figure skating,EUA,Men,Pairs,Silver,"BÄUMLER, Hans Jürgen"
1964,Innsbruck,Skating,Figure skating,EUA,Women,Pairs,Silver,"KILIUS, Marika"
1964,Innsbruck,Skating,Figure skating,FRA,Men,Individual,Silver,"CALMAT, Alain"
1964,Innsbruck,Skating,Figure skating,NED,Women,Individual,Gold,"DIJKSTRA, Sjoukje"
1964,Innsbruck,Skating,Figure skating,URS,Men,Pairs,Gold,"PROTOPOPOV, Oleg"
1964,Innsbruck,Skating,Figure skating,URS,Women,Pairs,Gold,"BELOUSOVA, Lyudmila"
1964,Innsbruck,Skating,Figure skating,USA,Men,Individual,Bronze,"ALLEN, Scott"
1964,Innsbruck,Skating,Figure skating,USA,Men,Pairs,Bronze,"JOSEPH, Vivian"
1964,Innsbruck,Skating,Figure skating,USA,Women,Pairs,Bronze,"JOSEPH, Ronald"
1964,Innsbruck,Skating,Speed skating,FIN,Women,1000M,Bronze,"MUSTONEN, Kaija"
1964,Innsbruck,Skating,Speed skating,FIN,Women,1500M,Silver,"MUSTONEN, Kaija"
1964,Innsbruck,Skating,Speed skating,NED,Men,1500M,Silver,"VERKERK, Cornelis"
1964,Innsbruck,Skating,Speed skating,NOR,Men,10000M,Bronze,"JOHANNESEN, Knut"
1964,Innsbruck,Skating,Speed skating,NOR,Men,10000M,Silver,"MAIER, Fred Anton"
1964,Innsbruck,Skating,Speed skating,NOR,Men,1500M,Bronze,"HAUGEN, Villy"
1964,Innsbruck,Skating,Speed skating,NOR,Men,5000M,Bronze,"MAIER, Fred Anton"
1964,Innsbruck,Skating,Speed skating,NOR,Men,5000M,Gold,"JOHANNESEN, Knut"
